station,x,y,tokyo
北三条,-77467,181539,227754
妙法寺,-96398,174376,227786
笹平,-197215,89180,227794
黒薙,-197123,89555,227921
加茂,-69205,184360,228011
五十島,-42305,190512,228144
浪江,102260,166206,228286
新居町,-207472,-142517,228424
久々野,-230352,8832,228470
飛騨小坂,-232449,-2390,228674
東上,-217423,-122098,228692
下呂,-234442,-18422,228949
鷲津,-209504,-139974,229038
森石,-198146,90174,229116
金谷川,54569,186677,229569
燕三条,-78955,183212,229812
知波田,-212533,-135793,229864
江島,-218693,-122987,230206
美女平,-212508,67348,230295
飛騨宮田,-234438,-4819,230314
禅昌寺,-235605,-13599,230501
瑞浪,-234592,-66931,230774
寺泊,-89941,180278,230792
分水,-87730,181241,230899
東下条,-45078,192848,230903
咲花,-47795,192664,231197
長山,-219629,-123344,231207
立山,-213651,67372,231331
柳橋,-200011,91481,231392
羽生田,-68137,188214,231428
桃内,101733,170246,231605
飛騨萩原,-236557,-10740,231728
飛騨一ノ宮,-232874,12901,231748
猿和田,-53852,192102,231816
馬下,-50481,192967,231994
燕,-79825,185432,232193
焼石,-238198,-27243,232244
粟生津,-84691,183963,232401
高山,-232383,18698,232531
宇奈月,-200549,92804,232566
アスモ前,-214242,-138630,232653
宇奈月温泉,-200730,92885,232762
上呂,-237279,-6684,232899
五泉,-57602,192653,233155
三河一宮,-221211,-125138,233358
親不知,-186482,113770,233669
新所原,-215144,-139123,233680
田上,-66891,191020,233805
上枝,-232765,23184,233972
下油井,-240058,-37450,233999
西燕,-81508,186796,234024
白川口,-240063,-43436,234150
南福島,54875,191463,234268
南吉田,-84887,185963,234350
北五泉,-58484,194041,234704
小高,102746,174067,235460
飛騨金山,-241667,-34162,235593
吉田,-84205,187635,235698
豊川,-222867,-127914,235968
音沢,-202776,95697,236018
豊川稲荷,-222986,-128000,236110
赤岩口,-220106,-134550,236161
有峰口,-219570,66374,236228
矢代田,-65020,194319,236519
内山,-203042,96379,236617
井原,-220771,-134446,236720
千垣,-220131,66475,236778
矢作,-86575,188054,236888
稲荷口,-223747,-128353,236950
運動公園前,-220735,-135077,236954
競輪場前,-221187,-134345,237055
北吉田,-83868,189286,237146
新関,-59110,196423,237165
土岐市,-240960,-67802,237201
二川,-219313,-138743,237251
東田,-221512,-134304,237333
飛騨国府,-235379,26601,237367
愛本,-203299,97379,237386
福島,55097,194822,237569
東田坂上,-221996,-134245,237748
牛久保,-224325,-129432,237908
庭坂,49025,196724,237929
前畑,-222355,-134234,238069
市振,-194342,111014,238092
笹木野,52225,196115,238100
諏訪町,-225315,-127747,238153
曽根田,55170,195516,238259
東八町,-222700,-134213,238374
弥彦,-88319,189021,238394
下立,-204380,97622,238420
古津,-63329,196983,238688
豊橋公園前,-223143,-134106,238732
美術館図書館前,54802,196270,238894
下立口,-205128,97849,239168
岩室,-84042,191443,239241
札木,-223660,-134344,239300
磐城太田,102260,178734,239388
峠,35448,201142,239506
東新津,-60750,198598,239655
岩代清水,54116,197280,239697
駅前大通,-224050,-134488,239716
柳生橋,-223841,-135405,239909
駅前,-224318,-134422,239931
板谷,38285,201082,239956
小坂井,-226057,-130605,239964
新豊橋,-224298,-134575,239977
豊橋,-224375,-134571,240045
船町,-225114,-133059,240095
下地,-225413,-132472,240128
小池,-223904,-136069,240245
横江,-223531,67487,240285
飛騨古川,-237621,29495,240290
上松川,53530,198091,240337
浦山,-206319,98301,240410
伊奈,-226802,-130010,240411
上麻生,-246167,-47496,240431
赤岩,44173,200489,240533
小田渕,-227611,-128664,240625
笹谷,53409,198501,240704
愛知大学前,-224119,-136862,240776
西小坂井,-227013,-130647,240858
御嵩,-245714,-59902,240956
国府,-229148,-126107,241060
南栄,-224145,-137542,241088
御油,-229732,-125136,241235
越中宮崎,-198899,110390,241336
御嵩口,-246236,-59712,241456
新津,-62710,200008,241481
名電赤坂,-230640,-123639,241522
桜水,53524,199454,241656
栃屋,-207511,99036,241809
原ノ町,100408,182368,241812
高師,-224545,-138472,241847
京ヶ瀬,-57654,201894,242187
芦原,-224710,-139435,242410
杉崎,-239469,31019,242480
卸町,56904,199428,242487
平野,53662,200474,242678
巻,-83156,195381,242685
岩峅寺,-224868,70436,242758
若栗,-208643,99216,242853
東福島,56713,199905,242898
顔戸,-247734,-59313,242905
名電長沢,-232689,-122240,242921
さつき野,-63039,201431,242941
平戸橋,-241466,-95020,242988
福島学院前,57707,199802,243057
泊,-202830,108045,243104
愛知御津,-230274,-128839,243147
多治見,-246677,-70425,243235
猿投,-241982,-94208,243287
沢中山,-224726,71990,243308
舌山,-209299,99328,243461
水原,-54229,203975,243521
下麻生,-249122,-50344,243548
越戸,-241893,-95772,243589
大川寺,-225880,70454,243679
瀬上,58579,200208,243679
猪谷,-232617,55480,243845
新黒部,-209709,99453,243873
黒部宇奈月温泉,-209714,99566,243939
医王寺前,53971,201700,243942
釜ヶ淵,-224845,73213,243954
関根,27533,206951,244014
向ヶ丘,-225889,-140767,244050
上市,-221263,81023,244349
向瀬上,59612,200682,244412
四郷,-243440,-94150,244688
長屋,-210641,99529,244693
小泉,-248412,-68777,244716
下段,-224937,74833,244758
上滝,-227028,70631,244791
飛騨細江,-241534,32324,244823
高子,61099,200894,245019
荻川,-63526,203597,245161
花水坂,54356,202919,245219
大清水,-226725,-141877,245286
榎町,-225016,75916,245315
愛環梅坪,-243653,-96004,245351
梅坪,-243544,-96616,245399
根本,-249321,-67384,245427
打保,-237891,45864,245429
新相ノ木,-222585,80911,245461
新宮川,-221761,82461,245471
古虎渓,-248439,-73807,245493
上豊田,-244150,-94767,245527
上保原,62479,201041,245542
名電山中,-236787,-119020,245626
杉原,-236854,49381,245632
飯坂温泉,54694,203262,245635
貝津,-244742,-92869,245645
荻生,-211661,99722,245652
三河大塚,-233349,-128410,245821
中川辺,-251204,-53379,245837
五百石,-225211,76785,245882
伊達,58106,202635,245896
神山,-51779,206877,245898
越後曽根,-81221,199415,245915
相ノ木,-223200,80796,245950
東三日市,-212407,99701,246265
田添,-224847,78374,246283
豊田市,-244133,-97979,246315
中加積,-221720,84463,246397
保原,63679,201599,246415
越中泉,-223939,80583,246503
新豊田,-244377,-97905,246533
西魚津,-217627,91958,246588
稚子塚,-224849,79128,246632
入善,-207928,106987,246639
姫,-250896,-65060,246692
保見,-245968,-92442,246736
電鉄黒部,-213010,99647,246741
電鉄魚津,-217083,93226,246777
越中中村,-218738,90533,246816
楡原,-233262,61892,246883
大庄,-228811,71782,246897
浄水,-245757,-94156,246937
上挙母,-244322,-99677,246939
魚津,-216574,94452,246981
新魚津,-216612,94475,247025
南米沢,24180,210431,247028
東滑川,-219168,90243,247040
寺田,-224674,80486,247107
藤川,-238953,-117440,247128
坂上,-241753,39706,247156
黒部,-213893,99168,247222
大泉,64576,202197,247243
新上挙母,-244640,-99683,247248
下切,-251623,-63736,247255
早月加積,-219739,89786,247302
老津,-228925,-142237,247424
経田,-215575,96910,247430
篠原,-247164,-90404,247432
新可児,-252262,-60438,247525
可児,-252292,-60475,247559
尾張瀬戸,-249140,-82557,247724
浜加積,-220619,89134,247736
古井,-252894,-56634,247789
三河豊田,-244712,-101497,247800
西加積,-222649,85709,247814
電鉄石田,-214903,98785,247865
定光寺,-250415,-76627,247905
山口,-248760,-85570,247952
八草,-248344,-88129,248083
美濃川合,-253135,-58093,248162
月岡,-229856,72582,248184
鹿島,100236,189561,248217
滑川,-221815,88214,248316
越後赤塚,-81454,201915,248367
二井田,65761,203086,248435
越中舟橋,-225772,81256,248438
美合,-240955,-116226,248614
三河三谷,-236531,-128022,248621
中滑川,-222630,87437,248642
末野原,-245127,-103251,248677
角川,-244314,36709,248722
米沢,25935,211920,248726
西滑川,-223123,86741,248731
瀬戸市役所前,-250280,-82514,248835
陶磁資料館南,-249251,-87624,248861
西入善,-211507,105838,248925
三好ヶ丘,-248101,-93458,249048
日本ライン今渡,-253943,-59386,249091
西米沢,22112,212779,249116
杉山,-230260,-143526,249187
男川,-242101,-114669,249194
中水野,-251317,-79670,249324
瀬戸市,-250802,-82393,249324
新瀬戸,-250873,-82439,249402
瀬戸口,-250527,-84554,249476
土橋,-246662,-101135,249581
越中三郷,-227188,81054,249597
笹津,-234701,65490,249630
愛・地球博記念公園,-250123,-87775,249745
桑折,60188,206079,249766
永覚,-245886,-104571,249773
生地,-214489,103208,249930
東岡崎,-243511,-113013,250006
亀田,-63786,208550,250038
北岡崎,-244342,-110744,250097
水野,-251630,-82566,250169
蒲郡,-238409,-127505,250170
開発,-231675,73714,250314
中浦,-46662,212311,250360
やぐま台,-231342,-144223,250465
美濃太田,-255471,-57865,250466
黒笹,-249906,-93334,250773
公園西,-251106,-88122,250779
北野桝塚,-245933,-108033,250807
三河上郷,-246499,-106227,250828
可児川,-255654,-60910,250948
水橋,-226390,85485,250982
内野西が丘,-79788,205244,251047
岡崎公園前,-244783,-112657,251103
中岡崎,-244839,-112498,251108
布市,-232304,74724,251319
越中荏原,-229400,80625,251361
竹村,-248060,-103112,251459
高蔵寺,-253887,-78037,251567
小杉,-232509,75217,251719
六名,-244965,-114167,251749
西可児,-256409,-62379,251855
岡崎,-244521,-115949,251896
前平公園,-257081,-57359,252023
矢作橋,-245995,-111943,252036
豊島,-232776,-144871,252037
内野,-78904,206587,252074
上堀,-232754,75652,252130
蒲郡競艇場前,-240713,-127146,252179
日立木,97043,195438,252218
芸大通,-252539,-88351,252228
三河塩津,-240772,-127146,252234
越後石山,-64892,210687,252374
東新庄,-230581,80627,252412
やながわ希望の森公園前,68838,206447,252551
豊栄,-54312,213180,252566
新潟大学前,-77313,207778,252762
藤田,62112,208725,252831
朝菜町,-233209,76458,252891
米野木,-252161,-93712,253055
相見,-244357,-120096,253109
長久手古戦場,-253607,-88366,253275
尾張旭,-254674,-83306,253299
寺尾,-75626,208854,253326
新庄田中,-231649,80569,253337
加茂野,-258551,-56080,253377
新発田,-43787,215836,253395
早通,-57600,213380,253411
東新潟,-63723,212057,253437
西新発田,-46283,215556,253502
宇頭,-247961,-110751,253549
不二越,-232450,79474,253555
南富山,-233578,77555,253707
南富山駅前,-233580,77590,253724
大形,-61899,212780,253734
三河鹿島,-241884,-128458,253751
置賜,27173,216879,253803
東八尾,-237866,68707,253827
深戸,-259890,-30983,253843
三ヶ根,-243009,-125876,253858
幸田,-244058,-123255,253912
新崎,-59340,213538,253924
赤池,-260043,-32609,253977
小針,-74077,210003,254012
西岡崎,-247575,-113504,254020
堀川小泉,-233657,78129,254033
黒山,-52031,215137,254065
三河田原,-235040,-144891,254084
杁ヶ池公園,-254664,-88306,254295
はなみずき通,-254867,-87659,254359
西中野,-233885,78735,254506
美並苅安,-260658,-33812,254584
坂祝,-259416,-59886,254586
富加,-259914,-54468,254604
富野,69862,208328,254651
神領,-256896,-78819,254666
中郡,20554,218540,254673
広貫堂前,-233946,79046,254700
青山,-73214,211002,254745
新潟,-67845,212447,254785
東富山,-230820,85340,254811
旭前,-256185,-83553,254829
形原,-242392,-130102,254834
上本町,-233948,79351,254838
善師野,-259238,-63956,254844
相生,-260866,-27777,254887
福野,-260990,-35408,254916
佐々木,-49499,216503,254965
西町,-233947,79663,254976
中町（西町北）,-233944,79729,255004
奥田中学校前,-233194,81239,255017
大矢,-261143,-36369,255073
荒町,-233931,79917,255076
みなみ子宝温泉,-261137,-37465,255077
グランドプラザ前,-234120,79635,255118
郡上八幡,-261064,-24823,255182
関屋,-71947,211831,255215
電気ビル前,-233887,80580,255336
下奥井,-233081,82164,255338
大手モール,-234334,79709,255343
地鉄ビル前,-233879,80706,255385
国際会議場前,-234324,79942,255439
電鉄富山,-233996,80922,255588
インテック本社前,-233837,81263,255600
電鉄富山駅・エスタ前,-234058,80856,255613
粟島（大阪屋ショップ前）,-233039,82965,255668
丸の内,-234539,80047,255678
印場,-256988,-83878,255680
三河八橋,-251573,-106251,255702
西浦,-242959,-131024,255705
富山,-234121,81028,255747
富山駅北,-234091,81151,255776
富山駅,-234156,81048,255788
越中中島,-233023,83303,255810
洲原,-261789,-41765,255810
新安城,-250891,-108940,255814
諏訪川原,-234753,80032,255862
母野,-262029,-40678,256023
北安城,-250353,-111427,256033
城川原,-232888,84292,256149
安野屋,-235139,80082,256230
木尾,-262305,-39816,256281
犬島新町,-232829,84731,256300
南安城,-250349,-112835,256455
蓮町,-232721,85519,256574
相馬,96194,200576,256576
富岡前,-260896,-65050,256618
加治,-41710,219432,256655
安城,-250896,-111875,256686
自然園前,-262426,-21604,256687
関富岡,-262142,-54016,256792
大広田,-232605,86254,256817
東岩瀬,-232432,86592,256823
富山トヨペット本社前（五福末広町）,-235701,80316,256837
貝田,65743,211998,256975
越中八尾,-241172,69039,256983
岩瀬浜,-232082,87618,257002
上社,-257512,-88033,257023
大森・金城学院前,-258317,-84294,257064
碧海古井,-250556,-114469,257154
湯の洞温泉口,-263077,-43682,257157
春日井,-259250,-80259,257235
兜,71517,210633,257346
堀内公園,-250693,-115521,257612
鵜沼,-262304,-63005,257783
犬山遊園,-262247,-63802,257816
喜多山,-259095,-84480,257864
新鵜沼,-262469,-63081,257956
小幡緑地,-259531,-82956,258002
一社,-258494,-88580,258098
桜井,-250841,-116647,258108
犬山,-262408,-64964,258109
高畠,28060,221130,258134
関口,-263595,-53815,258225
婦中鵜坂,-238189,78515,258269
速星,-238962,77011,258310
平針,-257615,-93670,258351
羽前小松,18900,222477,258424
白沢渓谷,-259936,-83249,258455
東幡豆,-245961,-130990,258477
三河安城,-253143,-110723,258489
梅山,-264358,-46046,258531
楽田,-262153,-70453,258557
手ノ子,11233,223246,258563
西富山,-237365,80888,258581
犬山口,-262932,-65578,258702
三河知立,-254511,-106940,258716
美濃市,-264601,-47154,258824
松森,-264664,-48583,258959
鵜沼宿,-263536,-62712,258977
小幡,-260254,-85001,259102
知立,-255018,-106679,259130
星ヶ丘,-259432,-89168,259138
関下有知,-264783,-50051,259161
千里,-241556,73815,259297
徳永,-264819,-17686,259305
川村,-260831,-83419,259366
田県神社前,-262769,-71896,259370
関市役所前,-264988,-51655,259465
刃物会館前,-264914,-53393,259510
関,-265018,-52661,259563
東刈谷,-254745,-109893,259780
味岡,-263109,-72777,259834
徳重,-258577,-96731,260001
羽前沼沢,3437,225129,260040
川宮,-261453,-83834,260055
木津用水,-264225,-66362,260080
勝川,-261898,-81640,260087
一ツ木,-256293,-105824,260120
郡上大和,-265560,-16523,260124
瓢箪山,-261276,-85296,260161
越河,67792,214845,260284
あぶくま,74951,212665,260332
東山公園,-260646,-89370,260368
富士松,-257065,-104003,260373
西幡豆,-248203,-130605,260416
呉羽,-238396,83083,260489
小牧原,-263598,-73951,260492
自由ヶ丘,-261131,-87717,260500
駒ヶ嶺,96088,204974,260574
塩釜口,-260190,-92516,260601
神沢,-259320,-96290,260618
茶屋ヶ坂,-261528,-86676,260679
金屋,-261960,-84682,260714
豊明,-257778,-102724,260723
苧ヶ瀬,-265354,-62276,260737
犬川,19207,224772,260738
守山自衛隊前,-261906,-85384,260796
守山,-261995,-85249,260857
重原,-256505,-107909,260901
野田新町,-256140,-109171,260908
名古屋大学,-261218,-90029,261065
本山,-261450,-88987,261073
扶桑,-265150,-67133,261093
新守山,-262529,-84248,261190
金塚,-39841,224283,261212
砂田橋,-262197,-86207,261243
万場,-266559,-14459,261272
小牧,-264299,-75011,261346
米津,-253412,-119315,261399
間内,-264064,-76945,261419
前後,-258868,-101478,261455
八事日赤,-261403,-91124,261481
小牧口,-264349,-75808,261519
牛山,-264075,-77782,261566
相生山,-260503,-95830,261660
味美,-263637,-81012,261686
矢田,-262786,-85640,261709
八事,-261454,-91965,261712
羽前松岡,-4641,226972,261713
各務ケ原,-266362,-62183,261730
羽前椿,14127,226231,261749
三河鳥羽,-249692,-130471,261752
名電各務原,-266378,-62331,261762
桜町前,-253325,-120718,261774
ナゴヤドーム前矢田,-262850,-86022,261846
上万場,-267122,-13202,261934
覚王山,-262462,-88661,261997
味鋺,-263760,-82373,262051
西尾口,-253332,-121773,262128
