station,x,y,tokyo
金木,52792,544387,582108
里庄,-577316,-147565,582277
布原,-585696,-93425,582584
黒坂,-587666,-68915,582595
津軽宮田,70878,542771,582612
阿波川口,-562158,-209182,582803
芦野公園,52086,545413,583058
早雲の里荏原,-580629,-137434,583660
博労町,-590017,-43626,584009
小歩危,-562046,-213694,584063
奥内,70678,544555,584354
米子,-590355,-44528,584362
備中神代,-587638,-92571,584432
川倉,51406,546974,584544
奈半利,-541129,-270446,584672
後藤,-590718,-42642,584696
足立,-588854,-87603,585172
大歩危,-561566,-218946,585238
田野,-542089,-269814,585297
三本松口,-591418,-41911,585387
浅虫温泉,86721,543426,585563
土佐岩原,-559978,-225048,585685
野辺地,108450,539685,585728
左堰,70122,546145,585858
大沢内,50863,548508,586018
笠岡,-581569,-147629,586462
上菅,-591556,-70105,586548
上石見,-591263,-79175,586873
河崎口,-592958,-40623,586913
深郷田,51167,549744,587277
後潟,69830,547683,587346
坂根,-590517,-94800,587520
北野辺地,109652,541480,587723
豊浜,-571570,-195604,587931
唐浜,-545825,-267873,587948
弓ヶ浜,-594413,-39409,588356
生山,-593550,-72525,588690
津軽中里,51149,551253,588778
伊尾木,-549009,-262683,588844
いずえ,-585944,-138070,589004
豊永,-562788,-227757,589225
西平内,90951,546447,589227
中沢,69270,549666,589240
狩場沢,104295,544659,589815
市岡,-592783,-95403,589837
安芸,-551043,-261013,590077
和田浜,-596403,-37735,590336
子守唄の里高屋,-587580,-138663,590719
小湊,94382,547767,591103
大篠津町,-597218,-36751,591146
箕浦,-574104,-199061,591320
清水川,100353,546964,591357
安来,-597367,-43540,591358
蓬田,69115,551875,591412
矢神,-594217,-97849,591519
米子空港,-597849,-35246,591774
中浜,-598062,-34744,591987
高松町,-598471,-33702,592397
大田口,-565939,-228835,592555
余子,-598735,-33032,592663
有戸,114223,546310,593370
郷沢,68918,553939,593434
馬場崎町,-599516,-31055,593452
野馳,-595859,-100916,593485
穴内,-554932,-260618,593520
境港,-599791,-30347,593732
御領,-590557,-140369,593950
土佐穴内,-568810,-229364,595442
東福山,-590656,-148117,595475
瀬辺地,68549,556155,595585
湯野,-592049,-141602,595639
荒島,-602054,-42802,596033
川之江,-578344,-202514,596357
赤野,-558572,-259326,596400
神辺,-592922,-143265,596798
湯田村,-593482,-141617,597052
和食,-559988,-259045,597607
東城,-599935,-102125,597671
道上,-594415,-141382,597928
横尾,-594449,-144942,598606
蟹田,68036,559544,598884
大杉,-571873,-231223,598944
土佐北川,-570146,-236478,599062
西分,-561714,-258943,599169
角茂谷,-569697,-238628,599367
福山,-594859,-148519,599678
中小国,64182,560990,599856
万能倉,-596511,-141512,600013
内名,-603285,-94859,600228
繁藤,-570013,-240325,600244
伊予三島,-581700,-206234,600629
備後八幡,-603473,-97834,600721
備後本庄,-596302,-147988,600994
大平,61031,562544,601039
新改,-569697,-243769,601136
駅家,-597709,-141670,601220
揖屋,-607395,-42884,601375
夜須,-564990,-256904,601452
小奴可,-604967,-91438,601570
近田,-599089,-141874,602614
香我美,-566559,-256275,602679
戸手,-600035,-141793,603531
あかおか,-567968,-256111,603929
土佐山田,-571010,-248432,604001
道後山,-607856,-89423,604261
よしかわ,-569023,-255375,604642
山田西町,-571714,-248677,604746
伊予寒川,-585697,-207284,604759
のいち,-570096,-253533,604973
上戸手,-601717,-141121,605068
備後赤坂,-600075,-150087,605097
新市,-602820,-140755,606090
吹越,118848,558374,606124
土佐長岡,-573198,-250020,606610
立田,-572581,-252411,606887
備後落合,-610669,-90323,607144
高木,-604276,-139679,607336
出雲坂根,-612437,-78895,607968
鵜飼,-605038,-139068,607982
後免町,-574346,-251862,608338
三井野原,-612905,-80109,608524
後免東町,-574615,-251846,608584
赤星,-589751,-207158,608611
後免,-574877,-251320,608641
後免中町,-574819,-251739,608736
松江,-614861,-38323,608797
後免西町,-575103,-251687,608983
油木,-613000,-85311,609029
奥津軽いまべつ,57279,571283,609323
出雲横田,-614439,-70378,609407
東工業前,-575592,-251604,609411
津軽二股,57156,571400,609426
住吉通,-575702,-251584,609506
松永,-604566,-152167,609903
比婆山,-613220,-94045,610035
八川,-614935,-73474,610091
乃木,-616388,-40245,610338
小篭通,-576668,-251548,610397
松江しんじ湖温泉,-616528,-37874,610461
備後西城,-613736,-96901,610833
長崎,-577153,-251647,610884
明見橋,-577438,-251668,611159
大川平,56587,573311,611269
伊予土居,-592483,-207858,611429
一条橋,-577798,-251649,611488
土佐大津,-577979,-251422,611577
清和学園前,-577939,-251638,611616
下川辺,-608752,-140349,611861
領石通,-578376,-251707,612050
中畑,-609669,-137166,612223
亀嵩,-617842,-66922,612613
東尾道,-607051,-153783,612654
津軽浜名,53568,575221,612867
舟戸,-579168,-252061,612915
今別,55140,575134,612936
平子,-615739,-99834,613130
三厩,51267,575743,613168
陸奥横浜,119011,565562,613193
鹿児,-579428,-252404,613280
布師田,-580016,-251417,613481
田辺島通,-579839,-252482,613692
玉造温泉,-619829,-41709,613794
東新木,-580132,-252687,614039
松江イングリッシュガーデン前,-620215,-36471,614143
河佐,-612034,-136155,614388
土佐一宮,-581197,-250960,614425
関川,-595724,-208015,614582
介良通,-580727,-253084,614736
文珠通,-581060,-253181,615082
高須,-581341,-253167,615340
県立美術館通,-581483,-253188,615479
朝日ヶ丘,-621653,-35974,615579
西高須,-581718,-253256,615723
薊野,-582765,-250934,615884
葛島橋東詰,-582035,-253363,616058
備後矢野,-615217,-127590,616178
上下,-615758,-124211,616213
知寄町三丁目,-582424,-253286,616394
高,-618703,-103547,616480
新尾道,-611047,-154074,616630
出雲三成,-621840,-67720,616647
知寄町,-582802,-253216,616723
長江,-622895,-36006,616821
知寄町二丁目,-582949,-253187,616850
出雲八代,-622371,-64261,617003
知寄町一丁目,-583245,-253138,617110
尾道,-610978,-156899,617115
下久野,-622904,-60026,617347
宝永町,-583527,-253095,617358
菜園場町,-583999,-253019,617773
高知駅前,-584402,-252157,617846
高知,-584439,-252110,617864
高知橋,-584450,-252447,617993
蓮池町通,-584481,-252643,618091
デンテツターミナルビル前,-584416,-252952,618139
はりまや橋,-584528,-252931,618236
桟橋通五丁目,-583733,-255105,618265
桟橋車庫前,-583777,-255010,618272
桟橋通四丁目,-583967,-254625,618313
桟橋通三丁目,-584084,-254392,618338
桟橋通二丁目,-584220,-254113,618367
桟橋通一丁目,-584288,-253974,618381
梅の辻,-584504,-253533,618427
秋鹿町,-624515,-36185,618441
備後三川,-616940,-131328,618454
堀詰,-584849,-252912,618531
有畑,121168,570637,618602
大橋通,-585133,-252962,618814
入明,-585641,-251999,618951
高知城前,-585341,-253003,619023
甲奴,-619042,-122988,619288
来待,-625410,-42443,619383
グランド通,-585794,-253072,619471
松江フォーゲルパーク,-625718,-36360,619645
枡形,-586002,-253084,619670
出雲大東,-625577,-53040,619773
円行寺口,-586538,-252111,619830
上町一丁目,-586194,-253074,619846
多喜浜,-601887,-205977,619931
上町二丁目,-586385,-253066,620023
青函トンネル記念館,43053,583342,620029
体験坑道,43098,583585,620275
上町四丁目,-586686,-253049,620298
上町五丁目,-586921,-253036,620513
旭町一丁目,-587269,-253077,620854
高ノ宮,-626949,-36621,620877
梶田,-620984,-122050,621077
旭駅前通,-587642,-253137,621224
幡屋,-627209,-51926,621372
旭町三丁目,-587952,-253156,621521
備後庄原,-623813,-104935,621713
蛍橋,-588224,-253167,621779
津ノ森,-628027,-37154,621957
高知商業前,-588757,-252800,622150
鏡川橋,-588658,-253103,622163
鴨部,-588885,-253493,622513
南大東,-628450,-54832,622699
備後安田,-623118,-118530,622707
日登,-628408,-58346,622780
曙町東町,-589171,-253532,622794
南宍道,-628776,-46749,622817
曙町,-589425,-253567,623045
宍道,-629387,-43706,623376
新居浜,-604868,-208297,623439
備後三日市,-625508,-105630,623476
朝倉駅前,-589894,-253574,623486
伊野灘,-629720,-37605,623651
加茂中,-629712,-50642,623840
朝倉神社前,-590351,-253409,623856
宮の奥,-590818,-253330,624266
咥内,-591252,-253298,624661
七塚,-626729,-106742,624817
近川,121292,577226,625077
木次,-630929,-56117,625220
一畑口,-631335,-37116,625264
糸崎,-619173,-157817,625330
宇治団地前,-592182,-253296,625531
八代通,-592634,-253243,625937
枝川,-593270,-253293,626550
園,-632740,-37963,626673
吉舎,-627157,-119746,626873
三原,-621117,-156673,627012
伊野商業前,-593768,-253382,627048
荘原,-633221,-44915,627228
湖遊館新,-633312,-38308,627247
北内,-593979,-253413,627256
須波,-621312,-160105,627880
中萩,-608871,-210474,627891
布崎,-633981,-38534,627917
鳴谷,-594839,-253492,628090
伊野駅前,-595120,-253498,628355
伊野,-595076,-253630,628360
金谷沢,118631,581367,628598
三良坂,-629907,-115260,629008
波川,-596631,-253944,629927
雲州平田,-636974,-40325,630923
下和知,-632639,-111556,631255
小村神社前,-598641,-254257,631921
赤川,115281,585642,632137
旅伏,-638593,-41452,632554
大湊,111286,586959,632676
安芸幸崎,-625558,-163375,632698
塩町,-633912,-114086,632831
直江,-638821,-45626,632840
下北,113634,587270,633421
美談,-639459,-42356,633429
神杉,-634838,-113292,633651
日下,-600676,-254845,634033
伊予西条,-614993,-211605,634085
大寺,-640495,-43191,634476
八次,-636869,-110746,635357
川跡,-641573,-44151,635567
岡花,-602566,-255117,635900
武志,-641916,-44925,635922
大津町,-641970,-47034,636014
出雲科学館パークタウン前,-642730,-47654,636786
忠海,-630074,-163233,637092
石鎚山,-617955,-213273,637395
三次,-638960,-110554,637410
電鉄出雲市,-643539,-47810,637598
出雲市,-643707,-47855,637767
土佐加茂,-605419,-255648,638761
西三次,-640400,-110935,638885
安芸長浜,-632720,-162931,639623
伊予氷見,-620409,-213018,639680
遥堪,-646185,-44481,640184
伊予小松,-621754,-212834,640920
大乗,-634299,-162508,641086
西出雲,-647019,-50493,641137
浜山公園北口,-647839,-44378,641837
玉之江,-623269,-211044,641882
襟野々,-607581,-259400,642092
西佐川,-608703,-256660,642192
佐川,-608220,-258079,642231
壬生川,-624387,-209081,642422
河内,-638487,-147815,642442
出雲神西,-648847,-51439,642989
伊予三芳,-626175,-206206,643370
志和地,-644225,-117137,643448
出雲大社前,-649670,-43776,643659
伊予桜井,-628415,-199612,643809
斗賀野,-608991,-260790,643901
竹原,-637507,-162431,644215
吾桑,-608444,-265870,645190
伊予富田,-630683,-196748,645278
上川立,-646092,-118700,645501
今治,-631888,-193563,645653
入野,-642001,-148551,646031
多ノ郷,-608677,-268043,646190
波止浜,-633941,-189634,646691
大間,-609345,-268412,646946
須崎,-608938,-270026,647152
白市,-643939,-150384,648263
甲立,-648636,-122189,648485
土佐新荘,-610391,-270644,648729
吉名,-641786,-164230,648766
波方,-636397,-189779,649110
吉田口,-650159,-125259,650414
安和,-612308,-272688,651260
大西,-637864,-192947,651297
西高屋,-647964,-149764,652114
安芸津,-646209,-164214,653097
田儀,-659510,-56257,653789
風早,-648380,-165731,655526
土佐久礼,-615613,-276718,655814
東広島,-651034,-155906,656243
伊予亀岡,-643044,-193954,656566
寺家,-654058,-150085,658170
井原市,-657241,-133596,658627
波根,-665648,-59727,660047
菊間,-646262,-196020,660191
安浦,-653277,-167530,660685
志和口,-659091,-136889,660958
八本松,-657150,-149185,661058
久手,-667337,-60757,661774
上三田,-660533,-138541,662639
影野,-620927,-282304,662822
大田市,-668412,-63915,662980
安登,-655507,-170686,663509
六反地,-621417,-283828,663847
浅海,-649965,-198381,664359
横河原,-644007,-221869,664813
愛大医学部南口,-644536,-222428,665478
静間,-671317,-64310,665899
見奈良,-645065,-222957,666135
中三田,-663913,-141101,666381
田窪,-645804,-222939,666838
安芸川尻,-658572,-172954,666976
大浦,-652580,-199311,667123
木古内,50003,630395,667492
牛渕,-646673,-222606,667578
伊予北条,-652816,-202327,668102
牛渕団地前,-647575,-222265,668348
五十猛,-673814,-64415,668398
白木山,-665998,-142406,668649
梅本,-648220,-221829,668845
窪川,-624767,-289124,668949
粟井,-653486,-205630,669586
狩留家,-666909,-143933,669795
瀬野,-665801,-151208,669928
みどり中街,-665915,-150569,669930
みどり口,-665838,-151170,669958
札苅,52833,632822,670154
みどり中央,-666393,-150245,670345
鷹ノ子,-650333,-220421,670482
仁方,-661989,-173896,670513
泉沢,56045,633022,670643
光洋台,-654503,-207358,671012
久米,-651357,-219936,671333
上深川,-668514,-144984,671551
北久米,-651828,-219564,671683
道後温泉,-652856,-216020,671706
道後公園,-652880,-216244,671790
中野東,-667610,-153169,672053
釜谷,58566,634296,672148
南町,-653392,-216314,672302
仁万,-677581,-68810,672370
福音寺,-652711,-219139,672416
堀江,-655355,-209688,672438
広,-664329,-172987,672616
上一万,-653775,-216353,672681
平和通1丁目,-653860,-216246,672734
警察署前,-653799,-216596,672769
若井,-627887,-291673,672805
赤十字病院前,-654049,-216188,672900
勝山町,-653871,-216912,672925
鉄砲町,-654369,-216147,673197
大街道,-654353,-216934,673395
清水町,-654794,-216011,673570
いよ立花,-654151,-218448,673612
高砂町,-654947,-215720,673640
木屋町,-655066,-215524,673701
安芸中野,-669127,-154437,673770
石手川公園,-654461,-218037,673798
新広,-665679,-172459,673829
本町6丁目,-655267,-215543,673900
本町5丁目,-655293,-215801,673994
中深川,-671165,-144214,674040
本町4丁目,-655316,-216107,674099
伊予和気,-656683,-211368,674159
馬路,-679245,-71254,674159
萱町6丁目,-655520,-215677,674180
松山市駅前,-655025,-217462,674184
南堀端,-655148,-217082,674200
本町3丁目,-655342,-216433,674211
松山市,-655122,-217509,674291
本町1丁目,-655380,-216919,674379
西堀端,-655436,-216966,674445
古町,-655670,-216204,674466
下深川,-671907,-143308,674626
荷稲,-627324,-297853,674671
宮田町,-655916,-216528,674790
松山駅前,-655965,-216881,674933
安芸阿賀,-666936,-171985,674962
松山,-656098,-216967,675083
衣山,-656651,-215524,675228
可部,-672999,-140623,675278
渡島当別,62038,637123,675304
湯里,-680509,-73562,675551
河戸帆待川,-673476,-140066,675662
西衣山,-657592,-215690,676180
上八木,-673557,-142991,676203
三津浜,-657989,-214396,676217
土居田,-656858,-218678,676279
玖村,-673493,-143942,676293
市坪,-656493,-220374,676391
あき亀山,-674295,-139948,676452
家地川,-630986,-294447,676730
山西,-658465,-215042,676848
三津,-658793,-214109,676916
海田市,-672270,-156330,677201
北伊予,-656705,-222797,677264
港山,-659357,-213422,677278
余戸,-657865,-219485,677468
伊与喜,-629185,-300862,677561
梅林,-674785,-143992,677576
梅津寺,-659853,-212823,677599
矢野,-672320,-158546,677651
安芸矢口,-674839,-145907,677941
温泉津,-682902,-75092,678029
鎌田,-658284,-220141,678050
谷地頭,73449,638995,678409
土佐佐賀,-629067,-303530,678505
呉,-670831,-170683,678514
茂辺地,63797,640384,678727
青柳町,73624,639365,678797
戸坂,-675396,-148668,678948
七軒茶屋,-676044,-144804,678950
佐賀公園,-628739,-305446,678965
向洋,-674531,-155625,679299
宝来町,73734,639861,679303
矢賀,-675112,-153090,679425
緑井,-676577,-145343,679564
十字街,73615,640205,679630
天神川,-675214,-154135,679708
伊予横田,-658831,-224269,679716
打井川,-635093,-292606,679824
古泉,-659608,-222021,679839
川原石,-672306,-170110,679846
中筋,-676604,-147098,679878
坂,-674365,-159889,679907
魚市場通,73957,640476,679940
土佐白浜,-629622,-306200,680076
石見福光,-685026,-76575,680238
函館どつく前,72468,641154,680439
松風町,74823,641030,680592
函館駅前,74377,641127,680636
毘沙門台,-677756,-145036,680677
古市橋,-677427,-147172,680702
函館,74250,641315,680808
天応,-674040,-166370,680812
吉浦,-673529,-169020,680828
祗園新橋北,-677278,-148879,680839
呉ポートピア,-674572,-165127,681095
千歳町,75230,641513,681120
松前,-660784,-222674,681149
不動院前,-677534,-149839,681253
小屋浦,-675088,-163918,681371
安東,-678576,-144368,681379
昭和橋,75476,641781,681415
地蔵町,-660891,-223326,681433
鳥ノ木,-660362,-225182,681441
広島,-677162,-153157,681455
猿猴橋町,-677153,-153378,681485
下祗園,-678054,-148374,681520
かるが浜,-674410,-168241,681539
水尻,-675643,-161929,681542
的場町,-677234,-153622,681607
堀川町,75706,642031,681691
段原1丁目,-677411,-153948,681838
上安,-679351,-144219,682119
湯の川温泉,79110,642043,682120
比治山下,-677664,-154259,682141
千代台,76085,642456,682159
白島,-678028,-152329,682165
郡中,-661058,-225472,682190
家庭裁判所前,-678034,-152636,682223
湯の川,79531,642165,682293
函館アリーナ前,78876,642251,682297
銀山町,-677974,-153552,682324
縮景園前,-678101,-152841,682326
安芸長束,-678714,-149558,682369
女学院前,-678149,-152981,682397
駒場車庫前,78621,642385,682398
比治山橋,-677904,-154661,682449
新白島,-678406,-151824,682450
胡町,-678157,-153525,682499
中央病院前,76280,642778,682502
競馬場前,78325,642528,682504
伊予市,-661241,-226034,682523
郡中港,-661278,-225947,682534
南区役所前,-678088,-154970,682684
深堀町,77846,642809,682723
高取,-679963,-144226,682724
城北,-678639,-152137,682734
柏木町,77472,642892,682760
五稜郭公園前,76362,643030,682762
杉並町,76976,642965,682772
立町,-678542,-153381,682853
皆実町2丁目,-678215,-155298,682867
皆実町6丁目,-678345,-155597,683047
紙屋町東,-678783,-153290,683075
広大附属学校前,-678393,-155938,683155
有井川,-632218,-307991,683171
紙屋町西,-678908,-153243,683190
県病院前,-678394,-156280,683217
本通,-678909,-153450,683226
宇品2丁目,-678431,-156519,683296
袋町,-678999,-153707,683360
宇品3丁目,-678466,-156762,683374
原爆ドーム前,-679186,-153137,683445
三滝,-679608,-150741,683450
土佐大正,-640016,-290132,683453
長楽寺,-680673,-144433,683458
中電前,-679078,-153921,683475
横川1丁目,-679444,-151885,683483
御幸橋,-678843,-155413,683505
宇品4丁目,-678531,-157204,683517
伊予大平,-661007,-230470,683555
広電本社前,-678923,-155252,683556
宇品5丁目,-678567,-157443,683595
別院前,-679523,-152160,683608
日赤病院前,-679118,-154858,683678
本川町,-679489,-153036,683726
海岸通,-678665,-157754,683748
鷹野橋,-679271,-154544,683774
寺町,-679673,-152573,683827
向井原,-662036,-228177,683889
十日市町,-679743,-152962,683963
元宇品口,-678987,-157865,684085
五稜郭,74806,644598,684133
土佐上川口,-633592,-307514,684240
小網町,-680061,-153255,684327
舟入町,-680050,-153816,684414
広島港(宇品),-679361,-157977,684472
伴,-681778,-144692,684591
天満町,-680374,-153154,684618
舟入本町,-680289,-154206,684717
舟入幸町,-680448,-154468,684920
上磯,67067,646307,684960
西観音町,-680770,-153261,685026
海の王迎,-634451,-307724,685112
舟入川口町,-680671,-154865,685208
福島町,-681020,-153143,685253
七重浜,72674,646140,685415
舟入南町,-680891,-155374,685515
清川口,68087,646875,685635
西広島,-681550,-152741,685705
江波,-681043,-155671,685717
広電西広島（己斐）,-681585,-152888,685765
浅利,-690377,-80597,685837
伊予中山,-661197,-237926,685909
久根別,69212,647113,685993
東久根別,70306,647057,686059
伴中央,-683198,-146183,686234
東高須,-682316,-153380,686570
浮鞭,-636079,-307743,686613
広域公園前,-683817,-148394,687207
古江,-683179,-153950,687519
高野川,-665733,-231749,688450
桔梗,73878,649345,688739
土佐昭和,-647126,-286840,688841
草津南,-684440,-154763,688902
土佐入野,-637893,-309350,688917
商工センター入口,-685057,-155010,689553
新井口,-685130,-155029,689628
大中山,73069,651384,690671
江津,-695236,-82935,690844
伊予立川,-664791,-243092,690883
修大附属鈴峯前,-686757,-155701,691347
伊予上灘,-668274,-233586,691410
西大方,-640325,-310885,691759
広電五日市,-687357,-155844,691962
五日市,-687368,-155806,691967
佐伯区役所前,-687928,-155917,692538
七飯,70974,653832,692866
楽々園,-688842,-155978,693448
新函館北斗,67643,655757,694418
山陽女子大前,-689845,-156161,694468
都野津,-698714,-85270,694480
古津賀,-642786,-313276,694971
広電廿日市,-690334,-156690,695042
廿日市,-690422,-156582,695109
内子,-668079,-248594,695689
廿日市市役所前（平良）,-690970,-157071,695735
敬川,-700040,-86481,695891
下灘,-672573,-236473,696359
宮内串戸,-691559,-157517,696394
中村,-644509,-313318,696567
ＪＡ広島病院前,-691706,-158003,696624
地御前,-691982,-158368,696960
五十崎,-669090,-249798,697022
仁山,66501,658568,697093
阿品東,-692246,-159905,697494
阿品,-692664,-160302,697976
広電阿品,-692666,-160478,698010
波子,-702242,-87848,698190
半家,-657136,-288204,698660
串,-675062,-237195,698952
広電宮島口,-693676,-161448,699179
具同,-647277,-313710,699261
宮島口,-693821,-161450,699322
久代,-703474,-89378,699537
新谷,-672644,-249988,700462
江川崎,-658135,-290771,700525
前空,-695153,-162581,700837
西ヶ方,-659564,-289642,701444
真土,-661345,-285427,701587
大沼,69289,663258,702052
喜多灘,-678080,-238090,702100
下府,-706286,-91640,702519
五郎,-675197,-249006,702592
吉野生,-662822,-285278,702914
大沼公園,69315,664259,703050
春賀,-676503,-247313,703322
大野浦,-697497,-164383,703471
八多喜,-677802,-246461,704305
池田園,71833,665360,704419
松丸,-664704,-284732,704478
出目,-666108,-282004,704830
伊予白滝,-679003,-244588,704890
浜田,-708532,-94238,704972
赤井川,67048,666703,705241
伊予大洲,-677769,-251372,705765
近永,-667532,-281474,705978
流山温泉,73209,666873,706076
伊予出石,-681439,-242411,706573
深田,-668935,-280039,706793
伊予長浜,-682387,-240258,706850
有岡,-655087,-315220,707027
銚子口,73490,668130,707356
大内,-670525,-277729,707488
玖波,-701184,-167257,707629
西大洲,-679502,-252409,707732
二名,-671682,-277180,708387
駒ヶ岳,64344,670627,708871
西浜田,-712307,-97667,709031
伊予平野,-680440,-253748,709038
大竹,-701931,-171402,709149
和木,-701645,-172965,709172
工業団地,-658035,-315566,709871
岩国,-702114,-176532,710335
伊予宮野下,-673868,-277331,710492
務田,-674404,-277958,711210
周布,-715443,-98681,712244
南岩国,-704230,-180469,713203
鹿部,77633,673601,713267
西岩国,-704951,-177304,713269
下宇和,-680377,-270058,714184
藤生,-705113,-182926,714572
高光,-677146,-280772,714751
通津,-704892,-187926,715410
上宇和,-682913,-266504,715420
卯之町,-682261,-268427,715429
由宇,-704293,-190740,715434
千丈,-686345,-256702,715567
折居,-718515,-101995,715607
立間,-680009,-276016,715823
北宇和島,-677630,-282609,715840
東森,62872,678169,716232
伊予吉田,-679738,-278642,716458
宇和島,-677919,-284049,716611
尾白内,64512,678674,716894
東宿毛,-665080,-317630,717158
双岩,-686621,-261285,717264
新岩国,-709194,-176774,717322
伊予石城,-685465,-265023,717358
柱野,-708920,-179145,717527
清流新岩国,-709399,-177022,717572
八幡浜,-688378,-257385,717711
渡島沼尻,75616,678324,717725
掛澗,67206,679591,718077
守内かさ神,-710479,-176064,718441
宿毛,-666507,-317660,718481
石谷,55653,681294,718687
渡島砂原,70793,679897,718756
三保三隅,-721608,-105197,718994
大畠,-707983,-199454,720976
本石倉,52777,683960,721103
南河内,-713469,-176326,721425
石倉,51647,685417,722464
行波,-714998,-176503,722958
岡見,-725807,-107530,723404
欽明路,-714133,-183168,723449
落部,48531,687033,723833
柳井港,-712344,-199655,725268
玖珂,-716044,-183833,725455
野田生,44799,690274,726794
椋野,-719696,-172746,726843
鎌手,-729142,-109524,726924
南桑,-720719,-170898,727500
柳井,-714905,-198628,727531
山越,40724,691814,728056
石見津田,-730638,-112644,728739
周防高森,-719459,-184298,728893
根笠,-722776,-170620,729469
河山,-723920,-167648,730046
柳瀬,-724390,-165250,730075
八雲,36308,694261,730229
錦町,-725597,-164324,731098
益田,-733405,-117402,732013
米川,-722433,-185869,732127
田布施,-720737,-198964,733289
本俣賀,-734740,-120169,733656
日原,-735351,-133557,735941
石見横田,-737106,-123853,736443
高水,-726483,-187699,736468
岩田,-725084,-196037,736879
東青原,-738054,-127474,737830
青原,-737979,-130235,738108
勝間,-728355,-189072,738585
青野山,-738449,-139105,739773
大河内,-730277,-190131,740686
戸田小浜,-742749,-117238,741279
周防久保,-731698,-190239,742098
津和野,-741240,-139822,742638
黒岩,37462,707039,743053
室蘭,94172,701966,743493
母恋,95331,701916,743600
光,-732573,-196351,744257
飯浦,-746071,-117449,744605
生野屋,-734590,-189303,744731
御崎,95645,703214,744929
輪西,96616,703764,745607
周防花岡,-736429,-189124,746494
北豊津,38240,710664,746717
船平山,-745352,-145224,747488
東室蘭,98279,705510,747567
本輪西,94256,706506,748002
鷲別,99606,706659,748890
江崎,-750038,-120548,748895
崎守,90088,708143,749078
徳佐,-746831,-147532,749295
櫛ヶ浜,-740026,-189389,750067
国縫,40076,714868,751024
徳山,-742318,-186917,751806
鍋倉,-749436,-149727,752202
新南陽,-745187,-184660,754164
須佐,-755362,-121937,754344
地福,-751409,-151303,754394
稀府,87681,713849,754434
幌別,104833,712287,755212
中ノ沢,42160,719238,755516
名草,-753616,-152140,756704
福川,-748060,-184141,756877
北舟岡,86120,716599,756972
伊達紋別,84069,718670,758780
長万部,44521,723092,759516
宇田郷,-761069,-127077,760620
長和,82233,720746,760627
登別,110841,717116,760889
渡川,-758246,-155210,761758
虎杖浜,113639,718587,762777
有珠,78942,723478,762966
日高幌別,248069,686199,764420
長門峡,-760753,-157070,764528
東町,244238,687659,764534
鵜苫,252096,685464,765076
浦河,242644,688900,765188
木与,-765607,-131082,765618
様似,256537,684894,766051
二股,40014,730106,766231
西様似,254226,685979,766282
富海,-757483,-186023,766487
竹浦,117298,721763,766494
篠目,-762510,-159772,766699
荻伏,235847,692875,766777
洞爺,76410,727621,766808
絵笛,239735,692148,767323
日高三石,225568,697114,767636
静狩,51439,731088,767982
春立,219908,699292,768028
礼文,62523,730777,768582
北吉原,119366,723566,768609
奈古,-768698,-134159,769076
小幌,57781,731763,769155
本桐,230827,697380,769492
大岸,66080,731404,769532
豊浦,72410,730851,769600
日高東別,221714,700720,769925
萩野,121014,724994,770288
蓬栄,228636,699138,770495
東静内,215789,703151,770521
仁保,-765486,-166573,770769
静内,208255,706496,771598
蕨岱,39374,735706,771783
長門大井,-771122,-137561,771926
防府,-763935,-184977,772608
新冠,204232,709075,772972
節婦,201114,711404,774373
白老,125362,728763,774731
宮野,-769182,-169053,774838
越ヶ浜,-773921,-140884,775148
大狩部,199734,712826,775376
上山口,-770548,-169934,776336
黒松内,38722,740506,776536
東萩,-775240,-143225,776779
熱郛,44406,741219,777596
厚賀,196036,716594,778041
萩,-776293,-145786,778182
社台,130064,731558,778295
湯田温泉,-773001,-172278,779162
日代,-739978,-297434,779502
清畠,192735,719304,779810
大道,-771402,-184363,779816
玉江,-778189,-144332,779853
日高門別,184113,721904,780177
浅海井,-740120,-299949,780487
矢原,-774415,-173193,780715
錦岡,135714,734277,781976
大歳,-775709,-173500,782043
四辻,-774919,-181069,782646
幸崎,-750109,-277893,782759
富川,179749,725754,782865
狩生,-741708,-302987,783016
佐志生,-748513,-284599,783355
津久見,-745074,-296289,783919
仁保津,-777453,-175371,784093
三見,-782850,-144840,784540
下ノ江,-749268,-286364,784635
汐見,173441,729310,784853
糸井,140513,736600,785142
佐伯,-742350,-307721,785253
海崎,-743455,-305013,785352
上郷,-778844,-176719,785704
周防下郷,-778991,-178366,786148
青葉,142435,737523,786411
坂ノ市,-754165,-277239,786414
臼杵,-749938,-290801,786703
新山口,-779485,-179204,786787
鵡川,171616,732449,787496
目名,51755,750790,787653
熊崎,-751664,-288764,787675
苫小牧,144539,738538,787807
浜田浦,168272,733678,787946
飯井,-786285,-146581,788186
上臼杵,-751364,-291370,788237
浜厚真,164405,735366,788748
大在,-757012,-276212,788807
上嘉川,-781351,-181231,788995
上岡,-746263,-309258,789456
勇払,155368,738054,789474
嘉川,-782207,-181983,789976
深溝,-782307,-184167,790484
周防佐山,-783141,-185458,791548
鶴崎,-760165,-276088,791772
昆布,62407,754942,792643
蘭越,56895,755621,792863
阿知須,-784004,-188098,792902
沼ノ端,152433,742337,793076
本由良,-785007,-185640,793415
長門三隅,-791801,-147563,793785
岐波,-785027,-190355,794345
高城,-763084,-275855,794482
ニセコ,69620,756205,794556
